Season	Week Start Date	Week End Date	City/Town	County	Population	Cumulative tests	Tests during the week	Positive tests the week	Week percent positivity	Cumulative confirmed cases	Weekly testing rate	Cases during this week	Weekly case rate	Last updated
2023-2024	2/18/24	2/24/24	Uxbridge	Worcester	14162.00007629	2553	58	6	0.10344827586206896	221	409.54667199235166	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	Wakefield	Middlesex	27089.99998474	4018	149	6	0.040268456375838924	370	550.01845730503067	6	22.148394253893855	3/7/24
2023-2024	2/18/24	2/24/24	Wales	Hampden	1832.00000954	292	13	1	0.076923076923076927	22	709.60698320433914	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	Walpole	Norfolk	26383.00012207	2480	62	5	0.080645161290322578	231	234.99980939671659	5	18.951597531993272	3/7/24
2023-2024	2/18/24	2/24/24	Waltham	Middlesex	65217.99978638	7678	222	16	0.072072072072072071	922	340.39682407794737	15	22.999785410672118	3/7/24
2023-2024	2/18/24	2/24/24	Ware	Hampshire	10065.99990082	2266	78	3	0.038461538461538464	161	774.88576165837173	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	Wareham	Plymouth	23302.99987793	4162	122	10	0.081967213114754092	404	523.53774466413131	10	42.912929890502568	3/7/24
2023-2024	2/18/24	2/24/24	Warren	Worcester	4975.00001907	720	30	0	0	57	603.0150730654276	0	0	3/7/24
2023-2024	2/18/24	2/24/24	Warwick	Franklin	779.99999905	73	0	0	*	1-4	0	0	0	3/7/24
2023-2024	2/18/24	2/24/24	Washington	Berkshire	494.00000238	60	1	0	0	6	202.42914882230488	0	0	3/7/24
2023-2024	2/18/24	2/24/24	Watertown	Middlesex	35329.00003052	3496	85	9	0.10588235294117647	341	240.59554452877308	8	22.644286543884526	3/7/24
2023-2024	2/18/24	2/24/24	Wayland	Middlesex	13943.00003052	1494	43	2	0.046511627906976744	120	308.3984788487183	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	Webster	Worcester	17775.99998474	2933	139	4	0.028776978417266189	250	781.95319599080813	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	Wellesley	Norfolk	29549.99996948	2442	83	4	0.048192771084337352	189	280.87986492630978	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	Wellfleet	Barnstable	3565.99996948	448	4	0	0	32	112.17050011874473	0	0	3/7/24
2023-2024	2/18/24	2/24/24	Wendell	Franklin	924.00000167	86	1	0	0	7	108.22510802950657	0	0	3/7/24
2023-2024	2/18/24	2/24/24	Wenham	Essex	4978.99998093	508	18	0	0	35	361.51837856882014	0	0	3/7/24
2023-2024	2/18/24	2/24/24	West Boylston	Worcester	7876.99999237	825	25	0	0	56	317.37971339616701	0	0	3/7/24
2023-2024	2/18/24	2/24/24	West Bridgewater	Plymouth	7707.00000763	543	14	0	0	48	181.65304250862687	0	0	3/7/24
2023-2024	2/18/24	2/24/24	West Brookfield	Worcester	3832.99998474	629	21	2	0.095238095238095233	48	547.87373033147742	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	West Newbury	Essex	4500.00000381	373	8	1	0.125	27	177.77777762725927	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	West Springfield	Hampden	28835.00003052	5548	161	12	0.074534161490683232	453	558.3492277773255	11	38.148083885407338	3/7/24
2023-2024	2/18/24	2/24/24	West Stockbridge	Berkshire	1343.00000668	200	7	0	0	27	521.22114409400058	0	0	3/7/24
2023-2024	2/18/24	2/24/24	West Tisbury	Dukes	3554.99999046	294	3	0	0	19	84.388185880467873	0	0	3/7/24
2023-2024	2/18/24	2/24/24	Westborough	Worcester	21566.99993896	1960	55	4	0.072727272727272724	174	255.01924308278268	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	Westfield	Hampden	40834	7794	216	12	0.055555555555555552	558	528.9709555762355	11	26.938335700641623	3/7/24
2023-2024	2/18/24	2/24/24	Westford	Middlesex	24642.99995422	2271	60	14	0.23333333333333334	415	243.4768498618825	14	56.811264967772587	3/7/24
2023-2024	2/18/24	2/24/24	Westhampton	Hampshire	1622.0000124	134	3	0	0	7	184.95684198923252	0	0	3/7/24
2023-2024	2/18/24	2/24/24	Westminster	Worcester	8213.00011063	766	15	2	0.13333333333333333	66	182.63727989709454	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	Weston	Middlesex	11850.99994659	1386	32	2	0.0625	115	270.01940886184599	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	Westport	Bristol	16339.00006104	1203	33	2	0.060606060606060608	156	201.97074408909393	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	Westwood	Norfolk	16265.99996948	1634	44	4	0.090909090909090912	136	270.50288997022921	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	Weymouth	Norfolk	57436.99969482	7786	221	19	0.085972850678733032	836	384.76940156038665	16	27.856608257765551	3/7/24
2023-2024	2/18/24	2/24/24	Whately	Franklin	1606.99999619	93	3	0	0	12	186.6832611768906	0	0	3/7/24
2023-2024	2/18/24	2/24/24	Whitman	Plymouth	15121.00005341	1894	56	1	0.017857142857142856	219	370.34587528733726	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	Wilbraham	Hampden	14612.99995422	3088	79	7	0.088607594936708861	308	540.6145230102876	7	47.902552671797636	3/7/24
2023-2024	2/18/24	2/24/24	Williamsburg	Hampshire	2503.99999237	401	6	0	0	25	239.61661414867203	0	0	3/7/24
2023-2024	2/18/24	2/24/24	Williamstown	Berkshire	7512.99996948	1426	36	1	0.027777777777777776	91	479.16944158448706	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	Wilmington	Middlesex	23349.00012207	2679	79	8	0.10126582278481013	259	338.34425280304583	8	34.262709144612238	3/7/24
2023-2024	2/18/24	2/24/24	Winchendon	Worcester	10364.00003052	856	36	5	0.1388888888888889	103	347.35623209172985	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	Winchester	Middlesex	22969.99990845	2947	85	3	0.035294117647058823	230	370.04789002515821	1-4	*	3/7/24
2023-2024	2/18/24	2/24/24	Windsor	Berkshire	831.00000381	91	2	0	0	5	240.67388577982251	0	0	3/7/24
2023-2024	2/18/24	2/24/24	Winthrop	Suffolk	19315.99975586	2635	85	12	0.14117647058823529	233	440.04970529269696	10	51.770553563846697	3/7/24
2023-2024	2/18/24	2/24/24	Woburn	Middlesex	40875.99996948	6060	198	12	0.060606060606060608	612	484.39181952205792	10	24.464233309194842	3/7/24
2023-2024	2/18/24	2/24/24	Worcester	Worcester	206518.00097656	26921	956	53	0.055439330543933053	2293	462.91364214226871	45	21.789868092470808	3/7/24
2023-2024	2/18/24	2/24/24	Worthington	Hampshire	1193.0000062	120	9	0	0	5	754.40066665776692	0	0	3/7/24
2023-2024	2/18/24	2/24/24	Wrentham	Norfolk	12178.00002289	1273	33	0	0	142	270.98045605167164	0	0	3/7/24
2023-2024	2/18/24	2/24/24	Yarmouth	Barnstable	25022.99969482	5510	93	8	0.086021505376344093	493	371.65807910412872	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Abington	Plymouth	17062.00009918	2354	49	4	0.081632653061224483	300	287.18790127281113	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Acton	Middlesex	24021.00018311	2526	66	4	0.060606060606060608	263	274.75958326833904	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Acushnet	Bristol	10559.00005341	1114	44	4	0.090909090909090912	133	416.70612536639135	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Adams	Berkshire	8165.99994659	2536	69	3	0.043478260869565216	173	844.96694160294942	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Agawam	Hampden	28692.00012207	5021	129	3	0.023255813953488372	365	449.60267479147501	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Alford	Berkshire	486.00000143	23	1	1	1	1-4	205.76131626699859	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Amesbury	Essex	17366	1773	46	3	0.065217391304347824	129	264.88540826903142	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Amherst	Hampshire	39263.00004578	2467	48	1	0.020833333333333332	220	122.25250221336323	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Andover	Essex	36569.00007629	4826	146	7	0.047945205479452052	434	399.24526154780216	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Aquinnah	Dukes	438.99999571	56	2	0	0	1-4	455.58087005567631	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Arlington	Middlesex	46307.99963379	5599	163	7	0.042944785276073622	375	351.99101945457875	7	15.116178749583135	3/7/24
2023-2024	2/25/24	3/2/24	Ashburnham	Worcester	6314.99998093	517	10	0	0	41	158.35312795246145	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Ashby	Middlesex	3192.99998283	230	9	0	0	22	281.86658466634805	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Ashfield	Franklin	1694.99999428	154	4	0	0	1-4	235.98820138634366	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Ashland	Middlesex	18832.00002289	2017	67	3	0.044776119402985072	154	355.77739973748169	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Athol	Worcester	11944.99995422	1527	36	2	0.055555555555555552	182	301.38133225594288	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Attleboro	Bristol	46461.00015259	4451	115	4	0.034782608695652174	572	247.51942408107897	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Auburn	Worcester	16889.00013733	1904	67	3	0.044776119402985072	165	396.70791316952466	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Avon	Norfolk	4777.00003815	328	4	0	0	43	83.734560771514865	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Ayer	Middlesex	8478.99995804	832	25	2	0.080000000000000002	108	294.84609179994601	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Barnstable	Barnstable	48915.99993896	11369	170	7	0.041176470588235294	1017	347.53454945648679	5	10.221604395779025	3/7/24
2023-2024	2/25/24	3/2/24	Barre	Worcester	5530.00001907	677	20	1	0.050000000000000003	68	361.66365155570958	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Becket	Berkshire	1930.99999714	291	5	0	0	26	258.93319561913461	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Bedford	Middlesex	14383	2675	73	4	0.054794520547945202	339	507.54362789404161	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Belchertown	Hampshire	15349.99999237	2858	90	9	0.10000000000000001	196	586.31921853248309	8	52.117263869554058	3/7/24
2023-2024	2/25/24	3/2/24	Bellingham	Norfolk	16944.99993896	2526	41	2	0.04878048780487805	253	241.95928089520177	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Belmont	Middlesex	27294.99996948	2669	72	6	0.083333333333333329	237	263.78457622460911	6	21.982048018717425	3/7/24
2023-2024	2/25/24	3/2/24	Berkley	Bristol	6763.99998665	457	11	1	0.090909090909090912	51	162.62566560778424	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Berlin	Worcester	3158.00001144	443	14	3	0.21428571428571427	48	443.31855444218991	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Bernardston	Franklin	2101.99997711	366	8	0	0	18	380.58991851175222	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Beverly	Essex	42670.00018311	6884	185	6	0.032432432432432434	533	433.55987627398292	5	11.717834493891431	3/7/24
2023-2024	2/25/24	3/2/24	Billerica	Middlesex	42118.99984741	5488	159	22	0.13836477987421383	774	377.50184139231715	21	49.858733768796604	3/7/24
2023-2024	2/25/24	3/2/24	Blackstone	Worcester	9207.99999237	1187	22	5	0.22727272727272727	116	238.92267613194832	5	54.300608211806434	3/7/24
2023-2024	2/25/24	3/2/24	Blandford	Hampden	1215.00000381	181	7	0	0	9	576.13168543616325	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Bolton	Worcester	5665.00001526	615	20	0	0	56	353.04501228817884	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Boston	Suffolk	675646.99926758	79271	2381	95	0.03989920201595968	6817	352.40295636346639	84	12.432527649950094	3/7/24
2023-2024	2/25/24	3/2/24	Bourne	Barnstable	20451.99993896	4396	85	7	0.082352941176470587	391	415.60727681247153	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Boxborough	Middlesex	5506.00003433	547	23	5	0.21739130434782608	69	417.7261143587836	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Boxford	Essex	8203.00006866	859	23	0	0	63	280.38522257085833	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Boylston	Worcester	4848.99996948	517	13	0	0	37	268.09651643272957	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Braintree	Norfolk	39143.00006104	4556	135	9	0.066666666666666666	469	344.88925169118255	9	22.99261677941217	3/7/24
2023-2024	2/25/24	3/2/24	Brewster	Barnstable	10318.00012207	1907	26	2	0.076923076923076927	168	251.98681616979738	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Bridgewater	Plymouth	28633.00003052	2229	52	2	0.038461538461538464	196	181.60863320145651	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Brimfield	Hampden	3693.99999809	590	21	0	0	36	568.48944263286808	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Brockton	Plymouth	105643.00012207	6834	190	11	0.057894736842105263	786	179.85100743111789	8	7.5726739970997006	3/7/24
2023-2024	2/25/24	3/2/24	Brookfield	Worcester	3438.99998665	392	12	0	0	24	348.93864630948849	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Brookline	Norfolk	63190.9994812	4281	115	2	0.017391304347826087	448	181.98794281488415	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Buckland	Franklin	1816.00000954	30	2	0	0	8	110.13215801175068	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Burlington	Middlesex	26377.00009155	3567	111	11	0.0990990990990991	330	420.82116849807875	10	37.911816981808897	3/7/24
2023-2024	2/25/24	3/2/24	Cambridge	Middlesex	118402.99859619	10435	287	19	0.066202090592334492	965	242.39250982046934	16	13.51317127918993	3/7/24
2023-2024	2/25/24	3/2/24	Canton	Norfolk	24369.99987793	2241	72	6	0.083333333333333329	220	295.44522101210498	6	24.620435084342081	3/7/24
2023-2024	2/25/24	3/2/24	Carlisle	Middlesex	5237.00001144	551	7	1	0.14285714285714285	46	133.66431133681121	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Carver	Plymouth	11645	1784	43	1	0.023255813953488372	185	369.25719192786607	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Charlemont	Franklin	1185.00000381	214	5	0	0	13	421.94092691342206	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Charlton	Worcester	13315	1623	53	1	0.018867924528301886	132	398.04731505820502	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Chatham	Barnstable	6594.00001907	1278	13	1	0.076923076923076927	104	197.14892269341371	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Chelmsford	Middlesex	36392.00048828	4020	143	9	0.062937062937062943	580	392.94349879461276	9	24.730709714346258	3/7/24
2023-2024	2/25/24	3/2/24	Chelsea	Suffolk	40787.00012207	9254	296	11	0.037162162162162164	636	725.72142867607784	11	26.969377417016407	3/7/24
2023-2024	2/25/24	3/2/24	Cheshire	Berkshire	3257.99998474	691	14	2	0.14285714285714285	50	429.71148144794267	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Chester	Hampden	1228.0000062	211	10	0	0	9	814.3322434455539	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Chesterfield	Hampshire	1186.00000858	109	3	0	0	10	252.95109429146677	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Chicopee	Hampden	55560.00018311	12573	427	22	0.051522248243559721	973	768.53851438576157	20	35.997120111745275	3/7/24
2023-2024	2/25/24	3/2/24	Chilmark	Dukes	1212.00000572	156	5	1	0.20000000000000001	10	412.54125217843563	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Clarksburg	Berkshire	1657.00000191	406	13	2	0.15384615384615385	20	784.55039137085623	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Clinton	Worcester	15427.99990082	2092	84	2	0.023809523809523808	174	544.4646133004926	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Cohasset	Norfolk	8380.99998474	867	26	0	0	73	310.22551064718311	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Colrain	Franklin	1605.99999523	276	12	1	0.083333333333333329	17	747.19800969124196	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Concord	Middlesex	18490.99987793	1867	59	6	0.10169491525423729	203	319.07414628464556	5	27.040181888529283	3/7/24
2023-2024	2/25/24	3/2/24	Conway	Franklin	1760.99999619	203	1	0	0	13	56.785917215419843	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Cummington	Hampshire	828.99999809	87	4	1	0.25	7	482.50904815632362	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Dalton	Berkshire	6330.00003052	1271	26	1	0.038461538461538464	102	410.74249407016418	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Danvers	Essex	28087.00003052	5165	148	2	0.013513513513513514	425	526.93416825997679	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Dartmouth	Bristol	33782.99981689	2754	111	7	0.063063063063063057	336	328.56762454974449	6	17.760412137824027	3/7/24
2023-2024	2/25/24	3/2/24	Dedham	Norfolk	25364	4714	92	6	0.065217391304347824	339	362.71881406718182	6	23.655574830468382	3/7/24
2023-2024	2/25/24	3/2/24	Deerfield	Franklin	5089.99997711	738	23	0	0	49	451.86640674719484	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Dennis	Barnstable	14674	3042	60	7	0.11666666666666667	267	408.88646585798011	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Dighton	Bristol	8100.99994659	583	17	0	0	56	209.85063710753272	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Douglas	Worcester	8982.99996567	1295	38	2	0.052631578947368418	122	423.02126400114878	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Dover	Norfolk	5923.00000381	470	15	0	0	41	253.250042045436	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Dracut	Middlesex	32617	3573	119	14	0.11764705882352941	619	364.84042063954382	13	39.856516540454365	3/7/24
2023-2024	2/25/24	3/2/24	Dudley	Worcester	11920.99998474	1552	60	0	0	137	503.31348105700562	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Dunstable	Middlesex	3358.00001621	201	8	3	0.375	30	238.23704471059486	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Duxbury	Plymouth	16090.00001526	2372	51	3	0.058823529411764705	251	316.96705998527551	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	East Bridgewater	Plymouth	14440.00006866	1251	39	2	0.05128205128205128	118	270.0831012088708	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	East Brookfield	Worcester	2223.99999809	228	7	0	0	26	314.74820170915871	0	0	3/7/24
2023-2024	2/25/24	3/2/24	East Longmeadow	Hampden	16429.99990845	2809	77	4	0.051948051948051951	243	468.65490218535336	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Eastham	Barnstable	5751.99997711	977	13	1	0.076923076923076927	93	226.00834582290176	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Easthampton	Hampshire	16211.00016785	2415	56	2	0.035714285714285712	143	345.44444772174143	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Easton	Bristol	25057.99996948	1503	41	2	0.04878048780487805	183	163.62040086973002	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Edgartown	Dukes	5168.00001526	842	17	1	0.058823529411764705	60	328.94736744974136	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Egremont	Berkshire	1371.99999142	92	1	0	0	11	72.886297831898275	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Erving	Franklin	1665.00000286	295	8	0	0	31	480.48047965515065	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Essex	Essex	3675.00003433	415	15	1	0.066666666666666666	41	408.1632614932667	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Everett	Middlesex	49074.99980164	8983	303	9	0.029702970297029702	708	617.4223152821578	9	18.339276691549241	3/7/24
2023-2024	2/25/24	3/2/24	Fairhaven	Bristol	15924.00003052	1899	58	6	0.10344827586206896	242	364.23009224338722	6	37.67897505966075	3/7/24
2023-2024	2/25/24	3/2/24	Fall River	Bristol	94000	10555	309	20	0.064724919093851127	999	328.72340425531917	20	21.276595744680851	3/7/24
2023-2024	2/25/24	3/2/24	Falmouth	Barnstable	32517.00012207	8269	182	17	0.093406593406593408	807	559.70722796311281	15	46.129716590366442	3/7/24
2023-2024	2/25/24	3/2/24	Fitchburg	Worcester	41946.00035095	6737	211	12	0.056872037914691941	530	503.02769807520212	12	28.608210317073109	3/7/24
2023-2024	2/25/24	3/2/24	Florida	Berkshire	693.99999475	130	1	0	0	9	144.09222011020771	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Foxborough	Norfolk	18618.00010681	1836	47	1	0.021276595744680851	211	252.44387007393223	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Framingham	Middlesex	72361.99969482	8531	275	15	0.054545454545454543	760	380.03372095821965	12	16.583289641813224	3/7/24
2023-2024	2/25/24	3/2/24	Franklin	Norfolk	33260.99995422	4247	78	5	0.064102564102564097	472	234.5088846016601	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Freetown	Bristol	9205.99999619	852	32	2	0.0625	98	347.5993918449222	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Gardner	Worcester	21287.00003052	2041	45	5	0.1111111111111111	235	211.39662674628528	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Georgetown	Essex	8470.00000763	948	29	0	0	83	342.38488753100393	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Gill	Franklin	1551.00001287	193	2	0	0	12	128.94906404927502	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Gloucester	Essex	29728.99975586	4099	138	5	0.036231884057971016	343	464.19321582724382	5	16.818594776349414	3/7/24
2023-2024	2/25/24	3/2/24	Goshen	Hampshire	959.99999583	36	0	0	*	5	0	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Gosnold	Dukes	69.99999909	0	0	0	*	0	0	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Grafton	Worcester	19663.99985504	2072	70	1	0.014285714285714285	177	355.98047455263065	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Granby	Hampshire	6109.9999733	851	30	4	0.13333333333333333	61	490.99836548439549	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Granville	Hampden	1538.00001526	184	10	0	0	15	650.19505206633517	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Great Barrington	Berkshire	7171.99998474	1396	23	1	0.043478260869565216	105	320.69157904263153	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Greenfield	Franklin	17767.99992371	3949	90	6	0.066666666666666666	294	506.52859289976738	6	33.768572859984495	3/7/24
2023-2024	2/25/24	3/2/24	Groton	Middlesex	11315.00003052	989	37	3	0.081081081081081086	130	326.9995572266879	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Groveland	Essex	6752.00006104	637	16	1	0.0625	45	236.96682250230228	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Hadley	Hampshire	5325.00006104	635	17	1	0.058823529411764705	55	319.24882263155905	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Halifax	Plymouth	7749.00003433	975	26	1	0.038461538461538464	90	335.52716330898858	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Hamilton	Essex	7560.99996185	914	25	1	0.040000000000000001	71	330.64409636477615	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Hampden	Hampden	4966.00000381	715	19	1	0.052631578947368418	61	382.60169120867653	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Hancock	Berkshire	756.9999938	41	0	0	*	1-4	0	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Hanover	Plymouth	14833.00003815	2005	55	4	0.072727272727272724	197	370.79484836878424	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Hanson	Plymouth	10639.00001907	1189	25	1	0.040000000000000001	107	234.98449060239176	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Hardwick	Worcester	2666.99999428	399	11	0	0	32	412.44844482909826	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Harvard	Worcester	6850.99998283	483	16	1	0.0625	69	233.542549118366	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Harwich	Barnstable	13440.00001526	2403	41	3	0.073170731707317069	216	305.05952346315411	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Hatfield	Hampshire	3352.00000763	487	13	2	0.15384615384615385	49	387.82816140837446	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Haverhill	Essex	67787.00036621	9302	283	11	0.038869257950530034	771	417.48417612688445	11	16.227300132140385	3/7/24
2023-2024	2/25/24	3/2/24	Hawley	Franklin	352.99999952	12	2	0	0	0	566.57223873074975	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Heath	Franklin	722.99999928	48	2	0	0	5	276.6251731662104	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Hingham	Plymouth	24284.00009155	2859	70	3	0.042857142857142858	280	288.25564048798373	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Hinsdale	Berkshire	1918.99999619	374	9	0	0	35	468.99426877898287	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Holbrook	Norfolk	11405.00004578	1305	38	1	0.026315789473684209	131	333.1871972596835	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Holden	Worcester	19905	3050	99	5	0.050505050505050504	313	497.36247174076863	5	25.119316754584275	3/7/24
2023-2024	2/25/24	3/2/24	Holland	Hampden	2603.00000095	263	6	0	0	23	230.5032653788021	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Holliston	Middlesex	14996.00006104	2220	46	1	0.021739130434782608	147	306.74846500907398	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Holyoke	Hampden	38237.99969482	11814	348	18	0.051724137931034482	831	910.08944708774254	17	44.458392530148338	3/7/24
2023-2024	2/25/24	3/2/24	Hopedale	Worcester	6017	1117	11	2	0.18181818181818182	108	182.81535648994515	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Hopkinton	Middlesex	18758.00000763	3657	63	4	0.063492063492063489	296	335.85670100423363	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Hubbardston	Worcester	4328.00000191	365	9	0	0	36	207.94824390083613	0	0	3/7/24
2023-2024	2/25/24	3/2/24	Hudson	Middlesex	20091.99993896	2413	66	2	0.030303030303030304	239	328.48895182415714	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Hull	Plymouth	10072.00001526	1213	29	1	0.034482758620689655	120	287.92692569561507	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Huntington	Hampshire	2093.99999619	320	7	1	0.14285714285714285	21	334.28844377919722	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Ipswich	Essex	13785.00001526	1829	59	3	0.050847457627118647	140	428.001450378578	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Kingston	Plymouth	13708.00002289	2716	61	1	0.016393442622950821	310	444.99562225080609	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Lakeville	Plymouth	11522.99999619	1017	24	3	0.125	134	208.27909405480722	1-4	*	3/7/24
2023-2024	2/25/24	3/2/24	Lancaster	Worcester	8441.00003815	829	31	2	0.064516129032258063	58	367.25506290596132	1-4	*	3/7/24
