Season	Week Start Date	Week End Date	City/Town	County	Population	Cumulative tests	Tests during the week	Positive tests the week	Week percent positivity	Cumulative confirmed cases	Weekly testing rate	Cases during this week	Weekly case rate	Last updated
2023-2024	9/3/23	9/9/23	Freetown	Bristol	9205.99999619	113	12	2	0.16666666666666666	13	130.34977194184583	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Gardner	Worcester	21287.00003052	362	60	9	0.14999999999999999	47	281.86216899504706	9	42.279325349257057	3/7/24
2023-2024	9/3/23	9/9/23	Georgetown	Essex	8470.00000763	182	24	1	0.041666666666666664	13	283.353010370486	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Gill	Franklin	1551.00001287	47	7	1	0.14285714285714285	1-4	451.32172417246255	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Gloucester	Essex	29728.99975586	769	85	4	0.047058823529411764	45	285.91611119794004	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Goshen	Hampshire	959.99999583	5	0	0	*	1-4	0	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Gosnold	Dukes	69.99999909	0	0	0	*	0	0	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Grafton	Worcester	19663.99985504	333	52	3	0.057692307692307696	31	264.44263823909705	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Granby	Hampshire	6109.9999733	166	21	2	0.095238095238095233	1-4	343.69885583907683	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Granville	Hampden	1538.00001526	29	1	0	0	1-4	65.019505206633525	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Great Barrington	Berkshire	7171.99998474	423	40	8	0.20000000000000001	21	557.72448529153303	7	97.601784926018297	3/7/24
2023-2024	9/3/23	9/9/23	Greenfield	Franklin	17767.99992371	1037	103	4	0.038834951456310676	43	579.69383409640045	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Groton	Middlesex	11315.00003052	167	16	1	0.0625	25	141.40521393586505	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Groveland	Essex	6752.00006104	117	14	1	0.071428571428571425	6	207.3459696895145	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Hadley	Hampshire	5325.00006104	98	11	2	0.18181818181818182	9	206.5727675851264	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Halifax	Plymouth	7749.00003433	148	23	0	0	11	296.81249061948989	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Hamilton	Essex	7560.99996185	165	17	1	0.058823529411764705	11	224.8379855280478	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Hampden	Hampden	4966.00000381	164	22	2	0.090909090909090912	16	443.01248455741495	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Hancock	Berkshire	756.9999938	9	1	0	0	0	132.10039738312082	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Hanover	Plymouth	14833.00003815	277	40	7	0.17499999999999999	30	269.66898063184306	7	47.19207161057254	3/7/24
2023-2024	9/3/23	9/9/23	Hanson	Plymouth	10639.00001907	203	34	4	0.11764705882352941	25	319.57890721925281	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Hardwick	Worcester	2666.99999428	70	6	1	0.16666666666666666	1-4	224.97187899768997	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Harvard	Worcester	6850.99998283	77	9	4	0.44444444444444442	15	131.36768387908089	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Harwich	Barnstable	13440.00001526	598	59	8	0.13559322033898305	49	438.98809473966077	6	44.642857092168896	3/7/24
2023-2024	9/3/23	9/9/23	Hatfield	Hampshire	3352.00000763	101	16	5	0.3125	8	477.32696788723013	5	149.16467746475939	3/7/24
2023-2024	9/3/23	9/9/23	Haverhill	Essex	67787.00036621	1415	185	14	0.07567567567567568	115	272.91368404054282	14	20.652927440905945	3/7/24
2023-2024	9/3/23	9/9/23	Hawley	Franklin	352.99999952	2	0	0	*	0	0	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Heath	Franklin	722.99999928	14	1	0	0	1-4	138.3125865831052	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Hingham	Plymouth	24284.00009155	475	49	5	0.10204081632653061	48	201.77894834158863	5	20.58968860628455	3/7/24
2023-2024	9/3/23	9/9/23	Hinsdale	Berkshire	1918.99999619	95	9	2	0.22222222222222221	7	468.99426877898287	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Holbrook	Norfolk	11405.00004578	237	27	9	0.33333333333333331	31	236.73827173714352	8	70.144673107301784	3/7/24
2023-2024	9/3/23	9/9/23	Holden	Worcester	19905	439	74	11	0.14864864864864866	56	371.76588796784728	10	50.238633509168551	3/7/24
2023-2024	9/3/23	9/9/23	Holland	Hampden	2603.00000095	35	7	1	0.14285714285714285	1-4	268.92047627526915	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Holliston	Middlesex	14996.00006104	406	63	4	0.063492063492063489	26	420.11202816460138	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Holyoke	Hampden	38237.99969482	2044	250	23	0.091999999999999998	101	653.79989014924035	19	49.688791651342264	3/7/24
2023-2024	9/3/23	9/9/23	Hopedale	Worcester	6017	190	28	4	0.14285714285714285	14	465.34818015622403	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Hopkinton	Middlesex	18758.00000763	595	75	7	0.093333333333333338	54	399.82940595742099	7	37.31741122269262	3/7/24
2023-2024	9/3/23	9/9/23	Hubbardston	Worcester	4328.00000191	64	6	0	0	1-4	138.63216260055745	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Hudson	Middlesex	20091.99993896	468	71	6	0.084507042253521125	38	353.37447847750235	6	29.862631984014286	3/7/24
2023-2024	9/3/23	9/9/23	Hull	Plymouth	10072.00001526	209	28	5	0.17857142857142858	19	277.99841101645592	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Huntington	Hampshire	2093.99999619	63	14	2	0.14285714285714285	1-4	668.57688755839445	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Ipswich	Essex	13785.00001526	332	47	6	0.1276595744680851	24	340.95030792869773	6	43.525571224940137	3/7/24
2023-2024	9/3/23	9/9/23	Kingston	Plymouth	13708.00002289	474	63	12	0.19047619047619047	64	459.5856426524719	12	87.540122409994638	3/7/24
2023-2024	9/3/23	9/9/23	Lakeville	Plymouth	11522.99999619	131	18	2	0.1111111111111111	18	156.2093205411054	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Lancaster	Worcester	8441.00003815	136	19	1	0.052631578947368418	11	225.09181274881499	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Lanesborough	Berkshire	3037.99999046	127	14	2	0.14285714285714285	11	460.8294945346654	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Lawrence	Essex	89143.00027466	1706	232	27	0.11637931034482758	169	260.25599237761901	27	30.288412906016003	3/7/24
2023-2024	9/3/23	9/9/23	Lee	Berkshire	5787.99998474	290	26	3	0.11538461538461539	17	449.20525343035109	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Leicester	Worcester	11086.99999237	213	20	2	0.10000000000000001	15	180.39144956944051	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Lenox	Berkshire	5094.99999619	275	34	3	0.088235294117647065	21	667.32090334494455	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Leominster	Worcester	43782.00015259	973	162	27	0.16666666666666666	83	370.01507339864327	27	61.669178899773883	3/7/24
2023-2024	9/3/23	9/9/23	Leverett	Franklin	1864.99998283	46	4	0	0	1-4	214.47721377081706	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Lexington	Middlesex	34453.99993896	669	94	9	0.095744680851063829	60	272.82753865018265	9	26.121785615443024	3/7/24
2023-2024	9/3/23	9/9/23	Leyden	Franklin	734.0000025	8	0	0	*	0	0	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Lincoln	Middlesex	7014.00000381	104	3	0	0	14	42.771599634593706	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Littleton	Middlesex	10140.99994659	198	24	6	0.25	22	236.66305222760806	6	59.165763056902016	3/7/24
2023-2024	9/3/23	9/9/23	Longmeadow	Hampden	15852.99998474	417	44	4	0.090909090909090912	27	277.5499908052364	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Lowell	Middlesex	115553.99957275	2650	377	53	0.14058355437665782	322	326.2543930923394	52	45.00060594377095	3/7/24
2023-2024	9/3/23	9/9/23	Ludlow	Hampden	21002.00012207	835	104	13	0.125	54	495.19093131854316	11	52.375963889461296	3/7/24
2023-2024	9/3/23	9/9/23	Lunenburg	Worcester	11782.00006104	180	18	1	0.055555555555555552	13	152.77541934090888	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Lynn	Essex	101252.99990845	2833	315	35	0.1111111111111111	255	311.10189355852543	35	34.566877062058381	3/7/24
2023-2024	9/3/23	9/9/23	Lynnfield	Essex	13000.00003815	338	43	4	0.093023255813953487	33	330.76922979855033	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Malden	Middlesex	66263.00027466	1483	205	29	0.14146341463414633	118	309.37325377703309	27	40.746721229170213	3/7/24
2023-2024	9/3/23	9/9/23	Manchester	Essex	5395.00002289	105	21	4	0.19047619047619047	13	389.24930326044182	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Mansfield	Bristol	23860.00004578	351	51	8	0.15686274509803921	47	213.74685625375812	8	33.528918628040493	3/7/24
2023-2024	9/3/23	9/9/23	Marblehead	Essex	20441.00006104	523	49	8	0.16326530612244897	47	239.71429897597179	5	24.460642752650184	3/7/24
2023-2024	9/3/23	9/9/23	Marion	Plymouth	5346.99998093	118	20	3	0.14999999999999999	6	374.04151994257933	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Marlborough	Middlesex	41792.99975586	908	107	10	0.093457943925233641	74	256.02373752795052	9	21.53470689487434	3/7/24
2023-2024	9/3/23	9/9/23	Marshfield	Plymouth	25825	512	72	17	0.2361111111111111	67	278.79961277831563	14	54.211035818005804	3/7/24
2023-2024	9/3/23	9/9/23	Mashpee	Barnstable	15060.00006104	840	92	10	0.10869565217391304	61	610.8897717603777	8	53.120849718293712	3/7/24
2023-2024	9/3/23	9/9/23	Mattapoisett	Plymouth	6507.99996948	119	15	1	0.066666666666666666	13	230.48555731936372	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Maynard	Middlesex	10746.00004578	186	28	1	0.035714285714285712	22	260.56206849725186	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Medfield	Norfolk	12799.00004578	190	22	3	0.13636363636363635	14	171.88842816868097	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Medford	Middlesex	59658.99957275	1188	150	21	0.14000000000000001	138	251.42895635902417	21	35.200053890263383	3/7/24
2023-2024	9/3/23	9/9/23	Medway	Norfolk	13114.99995422	309	38	5	0.13157894736842105	26	289.74456830076292	5	38.12428530273197	3/7/24
2023-2024	9/3/23	9/9/23	Melrose	Middlesex	29816.99987793	646	106	13	0.12264150943396226	51	355.50189634759084	12	40.245497699727267	3/7/24
2023-2024	9/3/23	9/9/23	Mendon	Worcester	6228.00000763	189	26	1	0.038461538461538464	23	417.46949210255417	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Merrimac	Essex	6722.99995804	101	11	1	0.090909090909090912	1-4	163.61743371491707	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Methuen	Essex	53059.00027466	889	125	12	0.096000000000000002	84	235.58679838092934	12	22.616332644569216	3/7/24
2023-2024	9/3/23	9/9/23	Middleborough	Plymouth	24244.99987793	406	59	12	0.20338983050847459	47	243.34914537866075	10	41.245617860789956	3/7/24
2023-2024	9/3/23	9/9/23	Middlefield	Hampshire	384.9999969	7	2	1	0.5	1-4	519.48052366334969	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Middleton	Essex	9778.99998474	275	27	5	0.18518518518518517	31	276.10185133585378	5	51.129972469602549	3/7/24
2023-2024	9/3/23	9/9/23	Milford	Worcester	30378.99989319	1141	166	23	0.13855421686746988	120	546.43010166115403	22	72.418447208104752	3/7/24
2023-2024	9/3/23	9/9/23	Millbury	Worcester	13831.00001526	230	37	3	0.081081081081081086	19	267.51500223539301	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Millis	Norfolk	8460.00005341	167	23	3	0.13043478260869565	13	271.86761057677904	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Millville	Worcester	3174.00000668	51	7	0	0	1-4	220.54190249741023	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Milton	Norfolk	28630.00003052	630	72	8	0.1111111111111111	65	251.48445659534383	6	20.957038049611988	3/7/24
2023-2024	9/3/23	9/9/23	Monroe	Franklin	118.00000101	0	0	0	*	0	0	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Monson	Hampden	8149.99993515	346	34	5	0.14705882352941177	16	417.17791742993717	5	61.34969373969664	3/7/24
2023-2024	9/3/23	9/9/23	Montague	Franklin	8580.00000763	393	31	2	0.064516129032258063	23	361.3053609840606	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Monterey	Berkshire	1094.99999619	19	2	2	1	5	182.64840246200038	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Montgomery	Hampden	818.99999523	7	1	0	0	0	122.10012281125468	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Mount Washington	Berkshire	159.99999973	0	0	0	*	0	0	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Nahant	Essex	3333.99998093	79	9	0	0	10	269.94601234189275	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Nantucket	Nantucket	14255.00003815	650	65	2	0.030769230769230771	38	455.98035654888463	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Natick	Middlesex	37006.00003052	572	69	5	0.072463768115942032	53	186.45625018400679	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Needham	Norfolk	32090.99981689	662	71	9	0.12676056338028169	57	221.24583342720155	9	28.045246490772026	3/7/24
2023-2024	9/3/23	9/9/23	New Ashford	Berkshire	250.00000167	8	0	0	*	1-4	0	0	0	3/7/24
2023-2024	9/3/23	9/9/23	New Bedford	Bristol	101079.00042725	2157	353	46	0.13031161473087818	223	349.23178752056037	43	42.540982615818969	3/7/24
2023-2024	9/3/23	9/9/23	New Braintree	Worcester	996.00000167	19	5	1	0.20000000000000001	1-4	502.00803128679377	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	New Marlborough	Berkshire	1528.00000381	54	7	1	0.14285714285714285	7	458.11518210378352	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	New Salem	Franklin	982.99999881	16	6	1	0.16666666666666666	1-4	610.37639951815663	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Newbury	Essex	6716.00003815	108	13	1	0.076923076923076927	1-4	193.56759866220906	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Newburyport	Essex	18288.99998474	316	37	2	0.054054054054054057	18	202.30739805824328	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Newton	Middlesex	88923.00036621	1832	229	25	0.1091703056768559	146	257.5261732700352	24	26.989642613453473	3/7/24
2023-2024	9/3/23	9/9/23	Norfolk	Norfolk	11662.0001297	197	23	4	0.17391304347826086	14	197.22174364777393	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	North Adams	Berkshire	12961.00001526	1005	122	4	0.032786885245901641	29	941.2853935372259	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	North Andover	Essex	30914.99996948	597	92	4	0.043478260869565216	59	297.59016687958763	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	North Attleborough	Bristol	30833.99981689	336	32	6	0.1875	67	103.78154047491203	6	19.459038839046009	3/7/24
2023-2024	9/3/23	9/9/23	North Brookfield	Worcester	4735.00000763	91	14	4	0.2857142857142857	7	295.6705380663218	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	North Reading	Middlesex	15553.99993134	318	35	4	0.11428571428571428	38	225.02250324354154	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Northampton	Hampshire	29571.00001526	846	111	8	0.072072072072072071	64	375.36775875932125	7	23.671840642479715	3/7/24
2023-2024	9/3/23	9/9/23	Northborough	Worcester	15740.99991608	228	39	4	0.10256410256410256	20	247.76062644000203	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Northbridge	Worcester	16335	526	64	8	0.125	32	391.79675543311907	8	48.974594429139884	3/7/24
2023-2024	9/3/23	9/9/23	Northfield	Franklin	2865.99999809	90	9	1	0.1111111111111111	1-4	314.026518004114	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Norton	Bristol	19202.00011444	261	27	5	0.18518518518518517	32	140.61035225021095	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Norwell	Plymouth	11350.99996948	200	21	0	0	14	185.00572686515503	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Norwood	Norfolk	31610.99984741	642	65	7	0.1076923076923077	60	205.62462533220278	7	22.144190420391066	3/7/24
2023-2024	9/3/23	9/9/23	Oak Bluffs	Dukes	5340.99998856	127	10	2	0.20000000000000001	15	187.23085604604401	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Oakham	Worcester	1850.99999332	38	6	0	0	1-4	324.14910975976017	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Orange	Franklin	7569.00001907	210	20	1	0.050000000000000003	21	264.23569757709407	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Orleans	Barnstable	6306.99996185	356	40	13	0.32500000000000001	39	634.21595436742336	9	142.69858973267026	3/7/24
2023-2024	9/3/23	9/9/23	Otis	Berkshire	1634.00000191	46	2	0	0	1-4	122.39902066476002	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Oxford	Worcester	13346.99996948	253	42	6	0.14285714285714285	19	314.67745632756095	5	37.461601943757252	3/7/24
2023-2024	9/3/23	9/9/23	Palmer	Hampden	12447.99996948	595	82	7	0.085365853658536592	29	658.74036151227142	6	48.200514256995476	3/7/24
2023-2024	9/3/23	9/9/23	Paxton	Worcester	5003.99996948	89	12	2	0.16666666666666666	9	239.80815493983712	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Peabody	Essex	54481.00006104	1807	185	24	0.12972972972972974	160	339.56792238161512	24	44.052054795452776	3/7/24
2023-2024	9/3/23	9/9/23	Pelham	Hampshire	1280.00000668	16	0	0	*	1-4	0	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Pembroke	Plymouth	18361.00001526	367	48	6	0.125	40	261.42366951749221	6	32.677958689686527	3/7/24
2023-2024	9/3/23	9/9/23	Pepperell	Middlesex	11603.99997711	111	15	2	0.13333333333333333	12	129.26577067898083	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Peru	Berkshire	814.00000548	18	2	1	0.5	1-4	245.7002440461458	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Petersham	Worcester	1194.00000811	22	5	2	0.40000000000000002	1-4	418.7604661673808	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Phillipston	Worcester	1725.99998665	34	3	0	0	1-4	173.81228407902316	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Pittsfield	Berkshire	43927.00006104	3003	354	32	0.0903954802259887	181	805.88248573335159	27	61.46561331864546	3/7/24
2023-2024	9/3/23	9/9/23	Plainfield	Hampshire	633.00000477	19	1	0	0	0	157.97788190591706	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Plainville	Norfolk	9945.00001526	172	14	5	0.35714285714285715	25	140.77425820530769	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Plymouth	Plymouth	61216.99951172	1795	224	34	0.15178571428571427	217	365.91143275017129	33	53.906595003373447	3/7/24
2023-2024	9/3/23	9/9/23	Plympton	Plymouth	2929.99999619	59	9	1	0.1111111111111111	1-4	307.16723589430279	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Princeton	Worcester	3494.99999619	61	5	1	0.20000000000000001	1-4	143.06151660802988	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Provincetown	Barnstable	3664.00000572	116	8	0	0	7	218.34061101285255	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Quincy	Norfolk	101635.99993897	1878	229	37	0.16157205240174671	191	225.31386530118175	33	32.468810283576403	3/7/24
2023-2024	9/3/23	9/9/23	Randolph	Norfolk	34984.00018311	714	91	23	0.25274725274725274	87	260.11891014091088	18	51.452092115784573	3/7/24
2023-2024	9/3/23	9/9/23	Raynham	Bristol	15141.99993896	164	18	5	0.27777777777777779	13	118.87465376146538	5	33.020737155962607	3/7/24
2023-2024	9/3/23	9/9/23	Reading	Middlesex	25517.99981689	594	66	7	0.10606060606060606	69	258.64096117876585	7	27.431617094717588	3/7/24
2023-2024	9/3/23	9/9/23	Rehoboth	Bristol	12501.99996185	92	15	3	0.20000000000000001	15	119.98080343763138	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Revere	Suffolk	62185.99996948	1872	253	36	0.14229249011857709	190	406.84398437617591	36	57.890843626649541	3/7/24
2023-2024	9/3/23	9/9/23	Richmond	Berkshire	1407.00001335	59	6	0	0	1-4	426.43922836320985	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Rochester	Plymouth	5716.99999237	96	7	2	0.2857142857142857	8	122.44184028935302	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Rockland	Plymouth	17802.99996185	379	59	6	0.10169491525423729	38	331.40482012262504	5	28.085154247680087	3/7/24
2023-2024	9/3/23	9/9/23	Rockport	Essex	6992.00001526	144	19	1	0.052631578947368418	11	271.73912984171352	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Rowe	Franklin	424	18	1	0	0	1-4	235.84905660377356	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Rowley	Essex	6161.00003433	119	13	1	0.076923076923076927	11	211.00470585233055	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Royalston	Worcester	1249.99999523	11	2	0	0	0	160.00000061055999	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Russell	Hampden	1643.00000477	62	6	0	0	1-4	365.18563497143305	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Rutland	Worcester	9049.00003433	193	23	7	0.30434782608695654	26	254.17173071878491	6	66.305668883161289	3/7/24
2023-2024	9/3/23	9/9/23	Salem	Essex	44479.99984741	1242	162	18	0.1111111111111111	112	364.20863434295404	14	31.474820251860226	3/7/24
2023-2024	9/3/23	9/9/23	Salisbury	Essex	9236.00004196	177	26	3	0.11538461538461539	10	281.50714467171503	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Sandisfield	Berkshire	988.99998713	29	8	1	0.125	1-4	808.89788716937903	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Sandwich	Barnstable	20259.00003052	827	106	7	0.066037735849056603	86	523.2242452258846	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Saugus	Essex	28618.99995422	856	133	21	0.15789473684210525	119	464.72623156906837	18	62.895279460475415	3/7/24
2023-2024	9/3/23	9/9/23	Savoy	Berkshire	644.99999857	26	4	0	0	1-4	620.15504013460725	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Scituate	Plymouth	19063.00004578	282	42	7	0.16666666666666666	33	220.32208938328984	6	31.474584197612838	3/7/24
2023-2024	9/3/23	9/9/23	Seekonk	Bristol	15531.00001526	129	21	5	0.23809523809523808	22	135.21344394672866	5	32.193677130173484	3/7/24
2023-2024	9/3/23	9/9/23	Sharon	Norfolk	18575	267	30	3	0.10000000000000001	21	161.50740242261105	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Sheffield	Berkshire	3327.00003433	122	13	2	0.15384615384615385	1-4	390.74240654818556	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Shelburne	Franklin	1883.99999142	164	27	0	0	8	1433.1210256349143	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Sherborn	Middlesex	4400.99999237	66	7	0	0	7	159.05476055750688	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Shirley	Middlesex	7431.00001907	83	10	1	0.10000000000000001	8	134.57138977711259	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Shrewsbury	Worcester	38324.99990845	543	66	9	0.13636363636363635	43	172.21135070491712	9	23.483366005215974	3/7/24
2023-2024	9/3/23	9/9/23	Shutesbury	Franklin	1716.99999332	42	4	0	0	1-4	232.96447382422988	0	0	3/7/24
2023-2024	9/3/23	9/9/23	Somerset	Bristol	18302.99981689	149	21	1	0.047619047619047616	16	114.73529044469099	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Somerville	Middlesex	81044.99966431	1703	188	25	0.13297872340425532	137	231.96989422999536	24	29.613177986807916	3/7/24
2023-2024	9/3/23	9/9/23	South Hadley	Hampshire	18150.00010681	516	54	5	0.092592592592592587	33	297.5206594061608	5	27.548209204274151	3/7/24
2023-2024	9/3/23	9/9/23	Southampton	Hampshire	6223.99996948	194	26	4	0.15384615384615385	9	417.73779125150344	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Southborough	Worcester	10450.00006104	155	24	4	0.16666666666666666	16	229.66507042882716	1-4	*	3/7/24
2023-2024	9/3/23	9/9/23	Southbridge	Worcester	17739.99993896	473	80	15	0.1875	37	450.95828791017436	15	84.5546789831577	3/7/24
2023-2024	9/3/23	9/9/23	Southwick	Hampden	9231.99997711	292	34	1	0.029411764705882353	5	368.28422968262851	1-4	*	3/7/24
